dataset name,sample id,Causal Reasoning,Cognitive Flexibility,Emotion Perception and Empathy,Episodic Memory,Functional Perception,Inhibitory Control,Language,Mental Simulation,Metacognition,Object Permanence,Perception and Pattern Recognition,Planning,Procedural Memory,Prospective Memory,Semantic Memory,Spatial Reasoning and Navigation,Theory of Mind,Working Memory
AGIEval_freeform,1102,0,0,0,0,1,1,1,2,1,0,2,2,3,0,3,0,0,3
AGIEval_freeform,1103,0,0,0,0,1,1,1,2,1,0,1,1,2,0,3,0,0,3
AGIEval_freeform,1105,0,0,0,0,0,1,1,2,1,0,2,2,2,0,3,0,0,3
AGIEval_freeform,1106,0,1,0,0,0,2,2,2,3,0,3,2,3,0,3,4,0,3
AGIEval_freeform,1107,0,0,0,0,0,1,1,0,0,0,1,0,2,0,2,0,0,3
AGIEval_freeform,1109,0,0,0,0,0,1,1,1,1,0,1,2,2,0,2,0,0,3
AGIEval_freeform,111,0,0,0,0,1,1,1,2,1,0,1,1,2,0,3,0,0,3
AGIEval_freeform,1110,0,0,0,0,0,1,1,2,1,0,2,2,2,0,3,3,0,3
AGIEval_freeform,1113,0,0,0,,0,1,1,0,1,0,1,1,1,0,2,0,0,3
AGIEval_freeform,1115,0,0,0,0,1,1,1,2,1,0,2,2,3,0,3,2,0,3
AGIEval_freeform,1116,0,0,0,0,0,1,1,0,1,0,2,0,1,0,2,0,0,3
AGIEval_freeform,1117,0,0,0,0,0,1,1,2,2,0,2,2,3,0,3,0,0,3
AGIEval_freeform,113,0,0,0,0,2,1,2,2,2,0,2,2,3,0,3,3,0,4
AGIEval_freeform,115,0,0,0,0,1,1,1,1,1,0,1,1,2,0,2,0,0,3
AGIEval_freeform,116,0,0,0,0,0,1,1,2,1,0,1,2,3,0,2,0,0,3
AGIEval_freeform,118,0,0,0,0,0,1,2,2,2,0,3,2,3,0,3,0,0,4
AGIEval_freeform,119,0,0,0,0,0,1,1,0,1,0,2,1,2,0,2,0,0,3
AGIEval_freeform,12,0,0,0,0,1,1,1,2,1,0,1,1,2,0,2,2,0,3
AGIEval_freeform,120,0,0,0,0,1,1,2,2,2,0,2,2,3,0,3,2,0,3
AGIEval_freeform,121,0,0,0,0,1,1,2,1,1,0,1,1,2,0,2,2,0,3
AGIEval_freeform,122,0,0,0,0,0,1,1,2,1,0,0,2,3,0,3,0,0,3
AGIEval_freeform,123,0,3,0,0,3,1,2,2,3,0,3,2,3,0,3,3,0,3
AGIEval_freeform,124,0,0,0,0,0,1,1,2,2,0,2,2,3,0,3,3,0,3
AGIEval_freeform,125,0,0,0,0,0,1,1,1,1,0,2,1,2,0,2,0,0,3
AGIEval_freeform,126,0,0,0,0,0,1,1,2,2,0,2,2,3,0,3,0,0,3
AGIEval_freeform,127,0,0,0,0,1,1,1,2,1,0,2,1,2,0,2,0,0,3
AGIEval_freeform,128,0,0,0,0,0,1,2,2,2,0,2,2,3,0,3,2,0,3
AGIEval_freeform,129,0,0,0,0,0,1,2,2,2,0,2,1,2,0,2,2,0,3
AGIEval_freeform,130,0,0,0,0,0,1,2,1,2,0,2,2,3,0,3,0,0,3
AGIEval_freeform,131,0,0,0,0,0,1,1,2,2,0,2,2,3,0,3,3,0,3
AGIEval_freeform,132,0,0,0,0,1,1,1,2,2,0,2,2,3,0,2,0,0,3
AGIEval_freeform,133,0,0,0,0,0,1,1,2,1,0,2,1,2,0,2,0,0,3
AGIEval_freeform,134,0,0,0,0,0,1,1,2,1,0,1,1,3,0,2,0,0,3
AGIEval_freeform,136,0,0,0,0,0,1,2,0,1,0,1,1,3,0,2,0,0,3
AGIEval_freeform,137,0,0,0,0,0,1,1,1,1,0,1,1,2,0,2,2,0,3
AGIEval_freeform,138,0,0,0,0,0,1,2,1,1,0,2,1,2,0,2,0,0,3
AGIEval_freeform,139,0,0,0,0,2,1,1,0,2,0,2,1,2,0,2,0,0,3
AGIEval_freeform,14,0,0,0,0,1,1,1,2,1,0,1,1,2,0,2,1,0,3
AGIEval_freeform,140,0,0,0,0,0,1,2,0,1,0,1,1,2,0,2,1,0,3
AGIEval_freeform,141,0,0,0,0,0,1,2,0,1,0,0,1,1,0,2,0,0,3
AGIEval_freeform,143,0,0,0,0,0,2,1,0,2,0,2,2,3,0,2,0,0,3
AGIEval_freeform,144,0,0,0,0,0,1,1,0,1,0,1,1,2,0,2,2,0,3
AGIEval_freeform,145,0,0,0,0,0,1,2,1,1,0,1,1,3,0,3,0,0,3
AGIEval_freeform,147,0,0,0,0,0,1,1,0,1,0,1,1,2,0,2,1,0,3
AGIEval_freeform,148,0,0,0,0,0,1,1,0,1,0,1,0,1,0,2,0,0,1
AGIEval_freeform,149,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2,0,0,1
AGIEval_freeform,15,0,0,0,0,1,1,1,2,1,0,2,1,2,0,3,0,0,3
AGIEval_freeform,150,0,0,0,0,1,1,1,2,1,0,2,2,3,0,3,0,0,3
AGIEval_freeform,151,0,0,0,0,0,1,2,1,2,0,2,2,3,0,3,0,0,3
AGIEval_freeform,152,0,0,0,0,0,1,1,2,1,0,2,1,2,0,2,0,0,3
AGIEval_freeform,153,0,0,0,0,2,1,2,2,2,0,2,2,2,0,2,0,0,3
AGIEval_freeform,154,0,0,0,0,1,1,2,2,1,0,2,2,3,0,3,2,0,3
AGIEval_freeform,155,0,0,0,,0,1,1,0,1,0,1,1,2,0,2,0,0,3
AGIEval_freeform,157,0,0,0,0,0,1,1,0,1,0,2,1,2,0,2,0,0,2
AGIEval_freeform,158,0,0,0,0,2,1,1,2,1,0,2,2,2,0,3,2,0,3
AGIEval_freeform,159,0,0,0,0,0,3,1,2,2,0,1,2,3,0,3,1,0,3
AGIEval_freeform,16,2,2,0,0,1,1,2,3,2,0,3,2,3,0,3,3,0,4
AGIEval_freeform,160,0,0,0,0,1,1,1,0,1,0,1,2,3,0,3,2,0,3
AGIEval_freeform,162,0,0,0,0,1,2,2,0,2,0,2,1,2,0,2,2,0,3
AGIEval_freeform,164,0,0,0,0,0,1,1,2,2,0,3,2,3,0,3,0,0,3
AGIEval_freeform,166,0,0,0,0,0,1,1,2,1,0,2,2,3,0,3,0,0,3
AGIEval_freeform,167,0,0,0,0,2,1,1,2,1,0,2,2,2,0,2,0,0,3
AGIEval_freeform,168,0,0,0,0,1,1,2,2,1,0,2,2,3,0,3,3,0,3
AGIEval_freeform,169,0,0,0,0,0,1,1,2,1,0,2,1,2,0,2,0,0,3
AGIEval_freeform,17,0,0,0,0,0,1,1,2,1,0,1,2,3,0,3,0,0,3
AGIEval_freeform,170,0,0,0,0,0,1,2,1,1,0,2,1,2,0,2,0,0,3
AGIEval_freeform,171,0,0,0,0,0,1,1,0,1,0,1,2,3,0,2,0,0,3
AGIEval_freeform,172,0,0,0,0,0,1,1,0,1,0,1,1,2,0,2,0,0,3
AGIEval_freeform,173,0,0,0,0,0,1,2,2,1,0,2,0,1,0,2,0,0,3
AGIEval_freeform,174,0,0,0,0,1,1,1,1,1,0,1,1,3,0,2,0,0,3
AGIEval_freeform,175,0,0,0,0,0,1,1,2,2,0,2,2,3,0,3,0,0,3
AGIEval_freeform,176,0,0,0,0,0,1,2,2,2,0,3,2,3,0,3,0,0,3
AGIEval_freeform,177,0,0,0,0,0,1,1,0,2,0,2,2,3,0,1,0,0,3
AGIEval_freeform,179,0,0,0,0,3,1,2,2,2,0,2,1,3,0,3,3,0,3
AGIEval_freeform,18,0,0,0,0,0,1,1,1,1,0,1,1,2,0,2,0,0,3
AGIEval_freeform,180,0,0,0,0,0,1,1,2,1,0,2,2,3,0,2,2,0,3
AGIEval_freeform,181,0,0,0,0,1,2,2,1,1,0,2,1,2,0,2,2,0,3
AGIEval_freeform,183,0,0,0,0,2,1,2,2,3,0,2,2,2,0,3,1,0,3
AGIEval_freeform,184,0,0,0,,0,1,1,0,1,0,1,1,2,0,2,0,0,3
AGIEval_freeform,185,0,0,0,0,0,1,2,1,1,0,1,1,2,0,2,1,0,3
AGIEval_freeform,187,0,0,0,,1,1,2,2,1,0,1,2,3,0,3,0,0,3
AGIEval_freeform,188,0,1,0,0,0,1,1,1,2,0,2,1,2,0,2,0,0,3
AGIEval_freeform,190,0,0,0,0,0,1,1,1,1,0,2,1,1,0,2,0,0,3
AGIEval_freeform,192,0,0,0,0,1,1,1,1,1,0,1,0,2,0,3,0,0,2
AGIEval_freeform,193,0,0,0,0,0,1,1,2,2,0,2,2,3,0,3,0,0,3
AGIEval_freeform,194,2,0,0,0,1,1,2,2,1,0,1,2,3,0,2,2,0,3
AGIEval_freeform,195,0,0,0,0,0,1,2,2,2,0,2,2,3,0,3,0,0,3
AGIEval_freeform,196,0,0,0,0,0,1,1,2,1,0,2,2,3,0,3,0,0,3
AGIEval_freeform,197,0,0,0,0,0,1,1,1,1,0,2,1,2,0,2,0,0,3
AGIEval_freeform,199,0,0,0,0,0,1,2,0,2,0,2,1,2,0,2,0,0,3
AGIEval_freeform,2,0,1,0,0,0,1,2,2,2,0,2,2,3,0,3,0,0,3
AGIEval_freeform,20,0,0,0,0,1,1,2,2,1,0,2,2,3,0,3,3,0,3
AGIEval_freeform,200,0,0,0,0,0,1,2,2,2,0,2,2,2,0,3,0,0,3
AGIEval_freeform,201,0,0,0,0,0,1,1,2,2,0,2,1,3,0,2,0,0,3
AGIEval_freeform,202,0,0,0,0,2,1,2,1,1,0,1,2,2,0,2,0,0,3
AGIEval_freeform,204,0,0,0,0,0,1,1,0,1,0,2,0,2,0,2,2,0,3
AGIEval_freeform,205,0,0,0,0,0,1,1,2,1,0,2,2,3,0,3,0,0,3
AGIEval_freeform,207,0,0,0,0,0,1,1,1,1,0,2,1,2,0,2,0,0,3
AGIEval_freeform,208,0,0,0,0,0,1,1,2,2,0,2,2,3,0,2,0,0,3
AGIEval_freeform,21,0,0,0,0,1,1,2,0,2,0,2,0,0,0,3,3,0,0
AGIEval_freeform,210,0,0,0,0,0,1,1,1,2,0,2,2,2,0,2,0,0,3
AGIEval_freeform,211,0,0,0,0,2,1,2,2,2,0,2,2,2,0,2,3,0,3
AGIEval_freeform,212,0,0,0,0,1,1,2,1,2,0,1,2,2,0,2,0,0,3
AGIEval_freeform,213,0,0,0,0,0,1,2,3,2,0,3,2,3,0,3,3,0,3
AGIEval_freeform,214,0,0,0,0,0,1,1,1,1,0,2,2,3,0,3,0,0,3
AGIEval_freeform,215,0,0,0,0,0,1,1,2,1,0,2,2,2,0,3,0,0,3
AGIEval_freeform,216,0,0,0,0,0,1,1,2,1,0,1,2,3,0,3,2,0,3
AGIEval_freeform,217,0,0,0,0,0,1,1,2,1,0,1,1,2,0,2,0,0,3
AGIEval_freeform,218,1,0,0,0,0,1,2,1,1,0,2,1,2,0,2,0,0,3
AGIEval_freeform,219,0,0,0,0,0,1,1,2,1,0,1,2,2,0,3,2,0,3
AGIEval_freeform,22,0,0,0,0,0,1,1,2,2,0,2,1,3,0,3,0,0,3
AGIEval_freeform,220,2,1,0,0,1,1,2,2,2,0,2,2,3,0,2,0,0,3
AGIEval_freeform,221,1,0,0,0,1,1,2,2,1,0,1,1,2,0,2,2,0,3
AGIEval_freeform,222,0,1,0,0,0,1,1,2,1,0,1,2,3,0,2,0,0,3
AGIEval_freeform,223,0,0,0,0,1,1,2,2,1,0,2,2,2,0,2,3,0,3
AGIEval_freeform,224,0,2,0,0,0,1,2,2,1,0,2,1,2,0,2,3,0,3
AGIEval_freeform,225,0,0,0,0,0,1,1,0,2,0,2,2,3,0,2,0,0,3
AGIEval_freeform,226,0,0,0,0,1,1,1,0,1,0,2,1,1,0,2,0,0,0
AGIEval_freeform,227,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2,0,0,1
AGIEval_freeform,229,0,2,0,0,0,1,1,2,2,0,3,2,3,0,3,0,0,3
AGIEval_freeform,23,0,0,0,0,2,1,2,2,2,0,3,1,2,0,2,0,0,3
AGIEval_freeform,230,0,0,0,0,0,1,2,2,1,0,1,2,3,0,3,0,0,3
AGIEval_freeform,231,0,0,0,0,0,1,1,2,2,0,2,2,3,0,3,0,0,3
AGIEval_freeform,232,0,1,0,0,0,1,2,2,1,0,2,2,3,0,3,2,0,3
AGIEval_freeform,233,0,0,0,0,0,1,1,2,2,0,2,2,3,0,3,0,0,3
AGIEval_freeform,234,0,2,0,0,1,1,2,2,3,0,3,2,3,0,3,3,0,3
AGIEval_freeform,235,0,0,0,0,1,1,1,2,1,0,1,1,2,0,2,0,0,3
AGIEval_freeform,236,0,1,0,0,2,1,2,2,2,0,2,2,3,0,3,0,0,3
AGIEval_freeform,237,0,0,0,0,0,1,2,1,1,0,1,1,2,0,2,0,0,3
AGIEval_freeform,238,0,0,0,0,0,1,2,1,2,0,1,0,1,0,2,0,0,3
AGIEval_freeform,239,1,0,0,0,1,1,2,0,1,0,1,1,3,0,3,0,0,3
AGIEval_freeform,24,2,0,0,0,2,1,2,2,1,0,2,1,2,0,2,2,0,3
AGIEval_freeform,240,0,0,0,0,0,1,1,2,1,0,2,1,3,0,2,0,,3
AGIEval_freeform,241,0,0,0,0,1,1,2,2,1,0,1,1,2,0,1,0,0,3
AGIEval_freeform,242,0,1,0,0,1,1,2,2,2,0,2,2,3,0,3,0,0,4
AGIEval_freeform,243,0,0,0,0,0,1,1,2,1,0,2,1,2,0,2,0,0,3
AGIEval_freeform,244,0,0,0,0,0,1,2,1,2,0,2,2,3,0,3,0,0,3
AGIEval_freeform,245,0,0,0,0,1,1,1,0,2,0,2,1,1,0,2,0,0,2
AGIEval_freeform,246,0,0,0,0,1,1,1,2,1,0,2,2,3,0,2,0,0,3
AGIEval_freeform,247,0,0,0,0,2,1,1,2,2,0,3,2,3,0,3,0,0,3
AGIEval_freeform,248,0,0,0,0,1,1,1,2,1,0,1,1,2,0,2,1,0,3
AGIEval_freeform,249,0,0,0,0,1,1,1,2,1,0,2,2,3,0,3,0,0,3
AGIEval_freeform,25,0,3,0,0,3,1,1,2,2,0,3,2,3,0,3,2,0,3
AGIEval_freeform,250,0,0,0,0,0,1,2,1,2,0,2,1,2,0,3,2,0,3
AGIEval_freeform,251,0,0,0,0,0,1,2,2,1,0,2,1,2,0,2,3,0,3
AGIEval_freeform,252,0,2,0,0,1,3,1,0,2,0,2,2,2,0,3,0,0,3
AGIEval_freeform,253,0,0,0,0,2,1,2,2,1,0,2,1,2,0,2,2,0,3
AGIEval_freeform,254,0,0,0,0,0,1,2,2,1,0,2,2,2,0,2,0,0,3
AGIEval_freeform,256,0,0,0,0,1,1,1,1,1,0,1,1,2,0,2,0,0,3
AGIEval_freeform,258,0,0,0,0,0,1,1,2,1,0,2,2,3,0,2,0,0,3
AGIEval_freeform,259,0,0,0,0,0,1,1,2,2,0,2,2,2,0,3,0,0,3
AGIEval_freeform,26,0,0,0,0,1,1,1,0,1,0,1,1,2,0,3,0,0,3
AGIEval_freeform,260,0,0,0,0,0,1,1,0,1,0,1,1,2,0,3,0,0,3
AGIEval_freeform,261,0,0,0,0,0,1,2,2,2,0,2,2,3,0,2,0,0,3
AGIEval_freeform,262,0,0,0,0,3,1,2,2,2,0,3,2,2,0,2,2,0,3
AGIEval_freeform,263,0,0,0,0,1,1,1,0,1,0,1,2,3,0,2,0,0,3
AGIEval_freeform,264,0,0,0,0,0,1,1,0,2,0,2,2,3,0,3,0,0,3
AGIEval_freeform,265,0,0,0,0,0,1,1,2,1,0,2,2,3,0,2,0,0,3
AGIEval_freeform,266,0,0,0,0,1,1,1,1,2,0,2,1,2,0,2,1,0,3
AGIEval_freeform,267,0,0,0,0,0,1,2,2,2,0,2,2,2,0,2,0,0,3
AGIEval_freeform,268,0,0,0,0,1,1,1,1,1,0,1,1,2,0,3,0,0,3
AGIEval_freeform,27,0,0,0,0,0,1,1,2,1,0,2,2,3,0,3,0,0,3
AGIEval_freeform,270,0,0,0,0,1,1,1,1,1,0,1,1,2,0,2,0,0,3
AGIEval_freeform,271,0,0,0,0,1,1,2,2,2,0,2,1,2,0,2,2,0,3
AGIEval_freeform,272,0,0,0,0,0,1,1,2,2,0,3,2,3,0,3,0,0,3
AGIEval_freeform,274,0,0,0,0,0,1,1,2,1,0,1,1,2,0,2,0,0,3
AGIEval_freeform,275,0,0,0,0,0,1,1,2,2,0,2,1,2,0,2,0,0,3
AGIEval_freeform,276,0,0,0,0,1,1,1,1,1,0,1,0,1,0,2,0,0,1
AGIEval_freeform,277,0,2,0,0,0,1,1,2,3,0,3,2,3,0,3,0,0,3
AGIEval_freeform,278,2,0,0,0,1,1,2,1,1,0,2,1,2,0,3,0,0,3
AGIEval_freeform,279,0,0,0,0,0,1,1,3,1,0,3,2,3,0,3,0,0,3
AGIEval_freeform,28,0,0,0,0,1,1,2,2,2,0,2,2,3,0,3,3,0,3
AGIEval_freeform,280,0,0,0,0,0,1,1,2,1,0,1,1,2,0,2,0,0,3
AGIEval_freeform,281,0,0,0,0,1,1,1,0,1,0,2,2,3,0,3,0,0,3
AGIEval_freeform,282,0,0,0,0,0,1,1,2,1,0,2,1,3,0,2,0,0,3
AGIEval_freeform,284,0,0,0,0,3,1,1,2,2,0,2,2,3,0,3,0,0,3
AGIEval_freeform,286,0,0,0,0,0,1,1,2,1,0,2,1,2,0,3,0,0,3
AGIEval_freeform,287,0,0,0,0,1,1,1,1,1,0,2,0,1,0,2,2,0,3
AGIEval_freeform,288,0,0,0,0,1,1,1,0,2,0,2,2,2,0,3,3,0,3
AGIEval_freeform,289,0,0,0,0,1,1,1,1,1,0,2,1,2,0,2,0,0,3
AGIEval_freeform,29,0,0,0,0,0,1,1,2,1,0,1,2,2,0,2,0,0,3
AGIEval_freeform,290,0,0,0,0,2,3,1,2,2,0,3,1,2,0,3,0,0,3
AGIEval_freeform,291,0,0,0,0,2,1,2,2,2,0,2,2,2,0,2,2,0,3
AGIEval_freeform,293,0,0,0,0,2,1,2,2,2,0,2,2,3,0,2,0,0,3
AGIEval_freeform,294,0,0,0,0,0,1,1,2,2,0,1,2,2,0,2,0,0,3
AGIEval_freeform,295,0,0,0,0,0,1,1,2,1,0,1,1,2,0,2,2,0,3
AGIEval_freeform,296,0,0,0,0,0,1,1,0,0,0,1,0,2,0,2,0,0,3
AGIEval_freeform,297,0,0,0,0,0,1,1,1,1,0,1,1,1,0,2,0,0,1
AGIEval_freeform,298,0,0,0,0,1,1,1,1,1,0,1,1,2,0,3,2,0,3
